,text,task_1
967,"#MarriageIn17Minutes This Marriage Saint Rampal Yes महाराज के followers By Society To One As such संदेश gives Is Did #caste #Pati, #high #Lowly के Emotion From Above getting up One New Man Society का निर्माण Tax are Are. This Program Of Important Speciality This Is That यह interracial Marriage है ।",NOT
968,your अम्मी की pussy In My lund,HOF
969,7 groups In parliamentarians के साथ अलग-अलग meetings do PM Modi https://bit.ly/322fHvQ,NOT
970,Indian Cricket Team To One और Big Shock Put है। all rounder player #vijayshankar Feet In चोट के चोट Did Reason से World cup 2019 From Outside Are Went Are. #CricketWorldCup2019,NOT
971,क्या Zee न्यूज़ Of Journalist #kanhaiya_kumar से Forgiveness to ask Of Bravery do Who Many Year From Without किसी Proof Of #tukde_tukde_gang Lyrics रहे Are! @zeerajasthan_,NOT
972,#ICCWorldCup2019 In Today भारत And इंग्लैंड Of Middle Ongoing match In Indian Youth player #RishabhPant को Team India In जगह Miley Is. Victory शंकर Did Bad फॉर्म Of Go Team management has This निर्णय took Is. #CWC2019 #INDvsENG,NOT
973,#dogs And #बिल्लियों Did #भौंकने And #बिलबिलाने Did voices अब And Start हो finished Are.... EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM EVM But Then also......will come So मोदी only,NOT
974,Dangal Girl' #xerosum Of बॉलीवुड छोड़ने To taking done Went Facebook पोस्ट पर Their manager In Big Claim Did Is. मैनेजर has Claim Did Is Of Zaira has खुद Facebook पोस्ट No लिखी Was. They Said कि जायरा Of Facebook Id To hack Tax took Went Was. #ZairaQuitsBollywood,NOT
975,#Chidambaram साहब You तो Indeed #Lowly Person Are. Sorry will do कुछ Wrong understood Are So My हिंदी Weak Is,HOF
976,#भोपाल In #pragya_thakur Qazi To #eid Did बधाई to give गयीं Were... अपनी three wheeler bike Home Pay only Mistake Went,NOT
977,"Us 130 करोड़ देशवासियों Of strength, support And Resolution From Water crisis Of Too Solution Removal Will happen. last days I nationwide के Gram princes To ग्रामीणों के साथ Water accumulation But चर्चा to do Of For Letter wrote, His Afterwards village to village में people has जल Did one one बूंद Of accumulation to do Of Resolution लिया: PM",NOT
978,etc है Mumbai Nagariya... #ExtensionStudio @AnjanaOmKashyap Of Together: http://bit.ly/ChatWithAnjana,NOT
979,"Lucknow: smack to bring From किया denial So 12 year old Innocent Of मुंह In poured out दिया acid, Mo. Salim To पुलिस has Arrested किया। Madianv Of Faizullaganj the areas के victim Children To गंभीर Condition In Lucknow Of Balrampur hospital In Recruitment done Went है, He Lyrics भी No Get  Stayed है।।",NOT
980,Officer को bat से to bang the ones BJP MLA Sky विजयवर्गीय Jail से released #AkashVijayvargiya https://abpnews.abplive.in/india-news/bjp-mla-akash-vijayvargiya-released-from-jail-1157169 …,NOT
981,श्री @PiyushGoyal Yes To railway और Commerce And Industry Minister to become But हार्दिक Best wishes,NOT
982,"Delhi Ahead to speak From no, to From will increase और B J P Delhi To Ahead बढ़ाने Of लिए Committed Is - Mister @ManojTiwariMP",NOT
983,#ModiGovt has Three elder Media Group Of अखबारों To #GovtAds Give off Tax Gave Is. इस List In #RafaleDeal But exposure to do gonna #TheHindu Newspaper Too शामिल है। Said Go Stayed Is That Government और #BJP Did Criticism to do और राफेल deal But रिपोर्ट्स to print Did Reason से As such Did Went.,NOT
984,ये First travel Is When Heart light up है ~ Next Did seat But one चाँद sat Is ~ ~ Shahrukh siddiqui #shahrukhsiddiqui @srspoet,NOT
985,Neem tree Of Address Bitter Is third अंपायर swag Is 340 के Score का annihilated कर Gave brother-in-law has,HOF
986,Rohit शर्मा has कल शतक Jamaya was...now धोनी And Jadhav Did slow Turn To taking Gave ये Big Statement http://wahcricket.com/news/ms-dhoni-kedar-jadhav-tried-to-hit-but-couldnt-do-because-of-slow-wicket-says-rohit-sharma-138756 …,NOT
987,State President And Answer Eastern Delhi From Member of parliament Mister @ManojTiwariMP ने Dr. Shyama Offering Mukherjee Did स्मृति In Dedicated Shahdara स्थित Central School के भवन निर्माण Of For Earth का worship Did. #DelhiWantsBJP,NOT
988,Happy birthday @iammanishpandey bhai - Bajrang bully का Blessings You But हमेशा made are,NOT
989,जानें This Electric car की Special things...,NOT
990,Dad Sir ने हमें With whom Conflict to do Of For Right get it Were...?? And Today अपनो से ही Conflict Tax are Are.....,NOT
991,Nation Maid Committee की Founder and First President Director commendable 'मौसी' #Laxmi Bai Kelkar जी Did जन्मदिवस But From शत् Shat naman!,NOT
992,"SC has Election commission From EVM, VVPAT From related to याचिका But Two weeks में sought answer",NOT
993,भोसडीके Our to win पर You Ahead will you go beggars Country के Beggar People,HOF
994,boar Did fat Of Oil Water Daily Bailey का केजरी खान,HOF
995,"#CWC19 Of Today Of match In Who will kill बाज़ी? #INDvBAN #WorldCupOnIndiaToday Only सोचिये Don't, Own Team बनाकर play My  खेल #aajtak11 Of Together to play Of For क्लिक करें: http://www.aajtak11.in",NOT
996,This swagger क्या go King Feast Of बारे In,HOF
997,Muslims को population Of Maths From meet Reservation BHIM ARMY chief chandrashekhar free @bhimrmichief @Bhimarmy_BEM,NOT
998,Correct Said You Today These Sarah Journalist Happy  Will happen Because These लोग Our Motive मे succeeded Would Feel Tax Stayed Will happen लेकिन I कहना would like These सभी From You Some Too Tax ले your agenda तेरे ass In only Branch के छोड़ेंगे।,HOF
999,मोदी जी Did So much Big Victory In As much Contribution अच्छे हिन्दूओ Of Is that much ही Contribution good Muslims Of Too है Who Thinking Yours है fundamentalists To about In Same सोच their भी Is If To you Development want So them Too want Thinking बदले Country change Stayed Is,NOT
1000,You fucker cut off you अपनी भांजी भतीजी Of Together This only does Will happen pig Did appearance The ones. come on Your Home मे बकरी Pali caste will be motherfucker,HOF
1001,"<b> I from a lot Hope नराख्नुस् , Mr To desire पुरा to do नसक्दा our relationship to break can",NOT
1002,"1975 In Today only Of Day मात्र Our Political interests Of For Country Of Democracy Did the killing Did Gone. countrymen From Their basic अधिकार snatch For Went, newspapers But locks लगा Given गए। millions patriots has Democracy To पुनर्स्थापित to do Of For many यातनाएं Right. I उन सभी fighters To नमन does हूं।",NOT
1003,"मुंबई In जानलेवा Rain, Malad subway में गाड़ी getting stuck From 2 people Did Death #MumbaiRainsLiveUpdates #MumbaiRainlive",NOT
1004,आज from बॉर्डर above फक्त #pragya_thakur will stay the curse gave Did the game khallas #ModiOnceAgain #Rahul Gandhi @pragyasingh_1 @narendramodi,NOT
1005,America - We शिक्षा देखते Are. चीन - We skills seeing Are. India - We Earlier Caste प्रमाण Letter seeing Are.,NOT
1006,Our Work Of Per समर्पण only True Service है।,NOT
1007,Congrats to give From more Importance बधाई to give Of Rate Of saw.. जब I Home पे No found तो वहीं Come Went Where This के Near From I to pass वाला was..the road Pay encircle for भाई लोग.. Vehicle From Below called And माँ Kalka Did sardine by covering Blessing Gave...,NOT
1008,"#ConstitutionKeyPath-Rahul की मुलाकात, sacrifice के goats Did pursuit ? #chief ministers Of Brainstorm From, #A male name को will get #Nectar ? do चर्चा, Evening 4 time @abpnevsindi @abpnevastva",NOT
1009,"Yes बिलकुल Correct So Said Netaji ने Status only क्या Is My  ज़मीर sell Tax #love to do the ones #brokers Did, good #कुत्ते Did क्या Status pieces to throw the ones मालिक Of Front? हाँ, If Truth In #पत्रकार Were So Vesper Celebrate Of bat From No पीटे Went",HOF
1010,"hahahahhah.lot grow up easy kro politics ,Pardhani nhi will win",NOT
1011,"Me Any  Of Too Body की Desire No, Me Any  Did Any care No, Who चला Went My life From Good ही Happened, Because अब Any  Too बेवफ़ा bosom वाले From मुझे Dear No' #मपकु #jai_lankesh #Pakistan_mother_chod_hai",HOF
1012,"How? Country Is मेरा ?Some Day Earlier India inhabitants has trend drove #notojai shriram और जो Indian विदेश In रहते Are Their Mouth From Out Victory Sriram Victory Sriram वंदे Mataram ! What Us My  Country leaving Of Afterwards ही Our This homeland का Feeling Would Is ,This Tricolor Of Feeling होता Is think about सोचने वाली Talk है",NOT
1013,"Affection Kashyap की 'New company, New Film, New beginning' @anuragkashyap72 under Heart From good luck सर",NOT
1014,spirit When Body From जुदा हो माहे Ramadan Day जुमा Are Front fasting आपका Are lab Pay Ongoing These Always Are come on prophet Greetings! Alone,NOT
1015,Your As Madharchod To Pakistan In stir चाहिए पुरे Family J साथ Madharchod Your As रंडी Of born twenty only 5 करोड़ Pakistan Of Hindu To Death Of ambush महिलाओ को कॊठे But Your As माधरचोद Hindu has delivered Is Madharchod your Mother 100 % Each Daily Halala के joy taking Birth Gave Is Your To Madharchod ???,HOF
1016,Wow Bhenchod Wow ...One Man To Below to drop Of For How many? लोग लगे हुए हैं ...World only motherfucker Is ... #Doublestandardcritics,HOF
1017,dreams In reality Are! essential So No || उसे Too My need Are! essential तो नहीं || My हर one breath But Is Name उसका But | Him भी Me मोहब्बत Are! essential So No || ~ Shahrukh siddiqui #shahrukhsiddiqui @srspoet,NOT
1018,"3 Day From फंसे 2 Year Of Innocent To Now As far as No बचाया जा could? 8 days From Missing plane Of Now तक कोई Address No walked could? Daily बलात्कार Did the news आ doing Is Then Too कोई Stoppage No Put Get  Stayed Is? So We abroad जैसी technology And Law Of What करेंगें, We तो हिन्दू-मुस्लिम Of Name पे vote Gave Is.",HOF
1019,"मादरचोद कौम ,जाहा Too Is These motherfucker There their This only Condition Is",HOF
1020,Today One काँग्रेसी has asked Was Correct Word 'नर्क' Is come on 'नरक' Is ? I Say दिया - To you go From Meaning या Word From ? Then From angry हैं। #SaturdayMotivation @shilpeesanghink,NOT
1021,Live programme urs e Chahallum Peace Tajushsharia,NOT
1022,Brother aap Yadav ke else It was You Sarkar Too will make Jai jai jai jai Akhilesh,NOT
1023,seventh phase Of For #pragya_thakur has Congress Did Victory Of For awesome Hard work की Is Me Complete उम्मीद है प्रज्ञा thakur की Hard work Useless नहीं जाएगी And 23 May To Congress only Government will make,NOT
1024,"You are the only hero for me...Bcz you already proven the potential of yours.brother Party To Our power पर strong to do Of प्रयास do it And So आप Self Able are, these सब to think Of लिये लेकिन Today Very Sadness Happened.",NOT
1025,"लोग bc Of नाम।नही Address What What Your को Did कोंन लोग h ,Victory Mister Ram guys But So Big रंडी Weeping Cry Stayed Was Kaliye you",HOF
1026,#प्रज्ञा_ठाकुर का Statement घृणा Worthy Is. Society As such Statement कभी Accept नहीं will do Pragya को Sometimes Mind From No Sorry Tax Will get - PM Narendra Modi,NOT
1027,Vijay ki level Jai Akhilesh yadav Jai Smagod Vijay to for her Akhilesh yadav jay Smagod …,NOT
1028,"These Excellent Bakchodi Is, Earlier God Of Name But nude Dance करो फिर brotherhood Did cried out दो। Mosque But Any सुअर mouth Too Tax Give So संविधान खतरे In Fall go Is Here Case solved Went...! 2002 Mistake Went हो No, याद fresh करानी Will have to",HOF
1029,Nowadays Facebook Pay Very Bakchodi seen हूँ If This much only power Is तो Self Punishment Two Here Lion न be भेनचोद all four Side बकचोदी,HOF
1030,"Mumbai में next Two Day As far as Heavy Rain Of Estimate, सीएम has Gave houses In रहने की Advice #MumbaiRainsLiveUpdates #MumbaiRainlive #mumbairain",NOT
1031,2016 In Bangalore In Hui RSS activist Rudresh Did हत्या Of Case. Supreme court ने पॉप्युलर front off India (PFI) Of Bangalore district head asim Gentry Did याचिका dismissed Did. Gentry ने NIA court में अपने Above the killing Of आरोप Settle having To चुनौती Gave Was,NOT
1032,When Destiny In only wrote Is गर्मी In ass to rub तो भैनचोद What Uproot will take Lemon Water And रसना,HOF
1033,Ansar जी Azam भड़वा ससंद To gimmick का Addabataraha है He So temple Is Mosque What Is There Mujra Would Is,HOF
1034,Home From exam to give Go तब Address seems है way In How many? Temple Is और What What God के Is.,NOT
1035,"Who People गौडसे Did Prayer Do Are They Dad ramrahim आसाराम Bapu Did Bail get done Of only दम will take after all These only इनकी Patriotism है,,,",HOF
1036,your मा हलाला How many Times Happened Is Mother whore..,HOF
1037,"Tomorrow Night Our parliamentary क्षेत्र Of workers Of congratulations to do arrived So workers has गंगा Mother Yamuna मइया And India Mother Of cheers Tax took Resolution - देश में Modi, Delhi में B J P..",NOT
1038,35 Village Of the fields In सिंचाई हेतु Chambal Canal From पानी to bring Of For Gram lund में Chambal सूक्ष्म irrigation Project Of foundation stone Program In Madhya Pradesh Government के successful Cabinet Minister Mister Narayan सिंह Kushwaha And Sheopur-Morena Member of parliament Anoop Mishra जी। @chauhanshivraj @amjoyshow @nstomar,NOT
1039,Bangladesh को 28 runs से by defeating India 7th Times semifinal In https://bit.ly/2xvCUIB,NOT
1040,ये Who circumstances Is My ...एक Daily सुधार Will go But Many People My दिल From descend Will go...!! #bitter truth #Sarika #dead_pen,NOT
1041,"जीत From 2 wicket Distant Team India, मुर्तजा 8 Run But Out https://bit.ly/2xvCUIB",NOT
1042,Memory वो No Who Lonely In Come याद They है Who party In came And Lonely कर जाए। #good_night @Nbatlah @backwas1 @lakshmipundit5 @Anshika_Pandit0 @Anshikathakur_ @in_dishu @PramodWadekar12 @qbilfarmah @preransingh @sengar_krishna @SherniPunjabi @nishi_teyaku r21 @Chitras:,NOT
1043,You fucker Earlier ass Dhoni सीख ले,HOF
1044,"That उत्साह Of Together Delhi की public has लोकसभा Election In B J P To My  Dear And आशीर्वाद Gave, दिल्ली Assembly चुनाव में Too Same History दोहराना Is. Delhi Election Of For You All Ready Are go to us Delhi Did Power से नाकामपंथीयों Did Government To Uproot Throw Is- Mister @ManojTiwariMP",NOT
1045,"और जो brother-in-law These Video made are Is वो Any बड़ी Rope, cot Rope Wali come on litter Of A lot Put देते come on बड़ा Cloth No Give Can Were whom Slide कर के descend go come on Below grasp Of standing Are go So to jump But Life survived But Bhenchod brother-in-law Video make Did रहती है If ये मरेंगे So In Too वीडियो will make",HOF
1046,What Any Bastard Journalist tell Can Is That #ZairaWasim Of Bollywood छोड़ने From Yours come on Any  Side Of क्या damage है ? If damage No Is तो Then You bastards की Kind whore Weeping Why Cry are Are ? @anjanaonkashyap @manakgupta @sardanarohit @AMISHDEVGAN,HOF
1047,breaking News : #अंधभक्तो Of For #kaladin... #कन्हैया_कुमार #treason Of आरोप से Free : Supreme court,NOT
1048,Bhenchod the same Day पूछना Was bsdk cag sc ने Tau clean cheat Give Gave Was That But यकीन no Was suwar,HOF
1049,Waysy tot column Belong KR RHA hai.. ab tho learn came youth hi nhi tho business krny k preparation KR league tho better Will happen...,NOT
1050,"Godda Lok Sabha का दूसरा roadshow 8 km Godda City  In.. जनता Of These प्यार What Says Is @Narendra Modi To ? Modi Yes You path forge, देश Your Together Is @BJP4Delhi @BJP4Jharkhand",NOT
1051,Akka bad the mind No Mane पर ass जरूर फटती Is This Kalue Did,HOF
1052,abe bhosdike Of Teacher जब Mr. Modi has Own wife को क्यों left These पूछते हुये to you These Attention No now Is Did These Husband Wife Of Personal जीवन के Verdict Is,HOF
1053,हंस Don't You fucker... Own अपनी legacy Is,HOF
1054,Giriraj Lion Ferry पनि the minister of the post Oath For. #कन्हैया_कुमार,NOT
1055,This हरामी To crossroads But Reverse Hang Tax Beat. कानून So Power Of Hand Did mistress बन चूका तभी criminals Did Courage बढ़ Went Is. Otherwise like this पागल dogs To चैराहे But Gun Shot Kill to give Want to,HOF
1056,These litton Did ass In लिप्टन Did Tea puts am Now with गर्म केतली,HOF
1057,"Today This house Of Front I दो Proposal taking present Happened हूं। One There Who President शासन चल रहा Is, His Duration To to increase का Is और Second Jammu Kashmir Of Constitution Of Section 5 और 9 Of under Who Reservation Of Provision Is उसमें Too संशोधन by doing Some And areas To to add का Provision: श्री Boundless Shah",NOT
1058,#SolarEclipse To to see Of For वैज्ञानिक Pin hole Of used करने Did Advice देते Are. Pin होल To ease From ग्रामीण इलाकों In Too Make Go Can Is. Its apart from सूर्य ग्रहण to see Of For Market In Many certified spectacles Available हैं।,NOT
1059,anus after eating नल्ली अंधभक्तो Devotees Did ass In Branch will give These bogus Patriot And अंग्रेजों Of दलालों To...,HOF
1060,"small थे Then beautiful litigants, अब stone thrower",NOT
1061,"Own Mother To मेरे Near भेज Give Together In Own बीवी To Too ,Today Season Good चुदाई to do In fun Will come You your brokerage मिल जाएगा",HOF
1062,"Natural snow filled Mountain, Cold filled Dew From wet good morning filled lukewarm afternoon, my generation के Peoples का'हनीमून trip' का Favorite Location, movies Of जरिये seen बेइंतहा beauty.....but Today stone pelters, separatism, जेहादी terrorism, violence In गई Many Thousand जान From produce, One Fear की Now No Go कश्मीर।",NOT
1063,"Islam In JoJo haraam है, अगर His List . by making Muslims But टेस्ट Did go . तो 90% Muslim Bastard only Will meet.",HOF
1064,"G-20: Japan From Delhi Back returned PM Modi, अंतिम दिन Did 6 meetings #PMModi https://abpnews.abplive.in/india-news/pm-narendra-modi-arrives-in-delhi-after-attending-g20-summit-in-japan-1157036 …",NOT
1065,"If Colour Of Impact This much होता है That skills means No रखे And Team match Garland जाए So B J P Associate Lover जी They Colour Too tell जिससे पत्थरबाज Correction Can Is, They Colour Too tell By which हिंदुस्तान Of Eat Tax Clean Did गाने Did Addiction Discount Go Oath से i Our expenses But Wool shades Of Clothes भिजवाऊगी.. #INDvBAN",NOT
1066,PM Shri @Narendra Modi will address the nation through #MannKiBaat program on 30 June 2019 at 11 am. Listen him live at http://facebook.com/BJP4India http://pscp.tv/BJP4India http://bjplive.org You may also listen it in the 'Narendra Modi App' - http://nm4.in/dnldapp,NOT
1067,"Dhoni Controversy But वीवीएस Laxman Speak- उनका समर्थन करता Am, He To all good finisher Are #Dhoni #VVSLaxman",NOT
1068,Then in the year Jharkhand the ones कोई Social Element No थे What Then you whore हिन्दुओ को cursing doing Was,HOF
1069,You Correct In मादरचोद Did offspring है dogs,HOF
1070,"इंदौर In बीजेपी विधायक #AkashVijayvargiya By Corporation Officer Did bat से पिटाई to do Of cases In #PMMOdi has नाराजगी expressing happened Said Is That Son Any  Of Too Are, This way people To Party From Outside कर देना Needed",NOT
1071,to bang gonna Lyrics Islam जिंदाबाद.... getting beaten up वाला : Islam Hail....... to bang gonna Lyrics Islam जिंदाबाद.... getting beaten up gonna : इस्लाम Hail... Mind Happy Happened... Courtesy से #scared_muslim,NOT
1072,Mumbai people Did Life In 'concerns' Did Rain' का Analysis #DNA Night 9 बजे @sudhirchaudhary Of Together,NOT
1073,"दिल्ली Of Many हिस्सों In Water Did Heavy less Is, केजरीवाल tell They public To From this get rid of to unleash के For क्या Did ?- Mister @ManojTiwariMP",NOT
1074,One Muslim Mian has Others Muslim Asghar अली को beaten get up meeting planted और Forced 'Victory Mister Ram' calling वीडियो Make Video In Self Of the face No दिखाया Video viral Are गया Fake secular गैंग Hindus To गाली to give engaged Now pole open gone Police ने Mian Yes To गिरफ्तार Tax took हैं,NOT
1075,"तेरी bangles Did miner Of crazy Is ये Heart, #bangles rattling lives Is दिल moving lives Is. #hindi_word #शब्दनिधि",NOT
1076,American राष्ट्रपति #DonaldTrump sunday To #SouthKorea Of Top Leader Kim jong-un Of साथ द्विपक्षीय Conversation to do से Earlier Answer Korea Did सरजमीं पर step to keep the ones Earlier American President बन Went.,NOT
1077,in this You fucker cow guard Said से आ Went,HOF
1078,My Leader मेरे Akhilesh Country Of Leader My Akhilesh You Our लिए Remanent है That's why So everyone's For विशेष Is,NOT
1079,Maulana To all Earlier टीवी Debate में by going bogus Bakaiti Doing off Do it From this To you बेचारे millions No Rather crores poor लोग Very दुआ will give,NOT
1080,"Reservation Of Oppose करने वाले One Times जरूर See. #scstreservation. @BheemMichief, @misspushparaj",NOT
1081,Akbar Sir enough बीमार Are We to all Our भाई Of हक़ In Supplication to do Needed God Them healing caterpillar अता say ~ Amen @imAkbarOwaisi @Advice,NOT
1082,Apna net Kaisa to Sudarshan TV the ones jaisa to !!! Ladder baat .....No Nonsense .,NOT
1083,"If You भी Are Cricket Crazy, So You रोज़ Victory Can Are PAYTM cash reward. #PlayAndWinOnZee, क्लिक करें - https://playandwingame.india.com",NOT
1084,तू whore Is तेरा Existence No Is Hindus To to share In engaged Is कुछ People इस Talk To Understanding No are Is Samal Go These इनके No huh So yours कब Are जायेंगे,HOF
1085,New India Did hopes And aspirations To पूरा to do के For ये mandate found Is. Who whole World Of Together हमारे relationships To New ऊर्जा will give: पीएम Modi Yes ।,NOT
1086,Pune In Three Day In Wall गिरने Of Second Case Came Front. This पर Reporter @pakhelkar has Pune Corporation Administration Of upper Commissioner से Did बात। #ReporterDiary अन्य Video: http://bit.ly/IndiaTodaySocial …,NOT
1087,"तुम्हारी in To Fuck भोंसड़ी the ones रण्डी की offspring Halala Did born Bhadwe fuckers, everyone block by doing Part Why Went stay, motherfucker",HOF
1088,‍ Three Day From Palm And penis Both In खुजली हो doing Was... न पैसा found No pussy...... Life झंड Is bhainchod,HOF
1089,"ये Illiterate boorish Correspondent You fucker Librandoon Of मसीहा हैं, Bhenchod to whom Iran तक No Write now वो People Too Nowadays News pale are Are",HOF
1090,to them sb pta two sir ji jb Yours gov thi to roj president is letter likte the ajj pediatric ch pa are two belong,NOT
1091,Night को #Quilt has Then Taunt Kill Gave Dialect #bastard This साल Too Lonely ही,NOT
1092,Indian Air Force Of दुर्घटनाग्रस्त happened AN -32 In riding Any  Too जवान Of No बच पाने का sad news Received Happened है। भारतीय Air Force Of daredevils To मेरी भावपूर्ण Homage I All mournful families Of Per Sensation express does am ।,NOT
1093,"#dashhat make So #Lion like Otherwise # below #scare तो #dogs Too Know Is.. #Jai Bheem @ Army Infantry, Mhow https://www.instagram.com/p/BxcosTpJWH3c3JAKMkoI_IT8m-rGwpDQw7Rfic0/?utm_source=ig_twitter_share&igshid=132jczztj0t8y …",NOT
1094,निपटा Given Were This send Of lund To. जड़ jumpy रहा Was hit गया No Then Afterwards In,HOF
1095,"blood donation great donation Lets Donate Blood, Save Lives! #WorldBloodDonorDay",NOT
1096,Chudkakad wife की चुदाई In DD From 2 720p,HOF
1097,When किस्मत In only wrote है Heat In Village.. घिसना...... So bhainchod What Uproot will take Lemon पानी And ooze,HOF
1098,Australian PM :- How much Good Is Modi! राहुल Gandhi :-It will be good if Sometimes India से चुनाव fighting कर show !,NOT
1099,#PMModi Of Earlier tenure In Economic प्रदर्शन gloomy Stayed. #ModiGovt #Employment creation Of the front पर bad तरह विफल रही And Posture Loan And EPF beneficiaries Did Number In Heavy Growth के illogical statistics Did juggling Tax Own failure छिपाने Did Effort Tax doing Is.,NOT
1100,Proud Is You पर @BajrangdalOrg @VivekPremi Bajrang team But ये slogans No backyard घुसाया लट्ठ Is Tomorrow This  Durga Temple Of Front बकचोदी to do the ones cut off Of Against And Slap Is Wool transgender Hindus But come on mullahs Of Bed But पड़ी रंडी From बदतर Hindu लड़कियों Of mouth But जो Bajrang team को cursing,HOF
1101,जब We Any  To Respect giving Is So वापसी Did Hope Do Is लेकिन Any  को Respect Give only Self का Respect Happen Is. Good morning,NOT
1102,तो You Bhenchod रोज चिल्लाते only Are No These All ।,HOF
1103,नमस्ते उत्तर State In Law व्यवस्था agile And corrected Is First governments के against better Is We So अपने Life In First Times UP Police To One सराहनीय Work Do happened saw Is Who एक Journalist के Together Happened Is as much सराहना की go UP Police Did Less Is योगी Government Hail,NOT
1104,"Society In shift Why No now ? Because Poor In Courage No, मध्यम To free time नहीं और Rich To जरूरत नहीं।",NOT
1105,Country lynch clause ( झारखंड ) And Kailash विजयवर्गीय के Son Of batting In फंस Went Is And there B J P Of National President Jammu and Kashmir To complete Form From Federation Did झोली In insert Of For Jammu and Kashmir में camping Branch Gave Is -:} जम्मू-कश्मीर Of नक्शा विधानसभा Election In change will go Balance All all right है,NOT
1106,Follow AIMIM Uttar Pradesh State President @ShaukatAli_77 Officials Social Media Accounts Facebook : hobby Ali Twitter : @ShaukatAli_77 Instagram: Shaukataliofficial Snapchat: Shukatlah,NOT
1107,UP Did News कानून Arrangement को taking assault बोलो And Strike प्रशासन District the headquarters But Each block But Our विधायकों From taking धरना to give Of Work do,NOT
1108,"Ramayana Side Mahabharata Did Kind Constitution But Too Serial Make Go Can Is ,And भारत Of हर नागरिक See Tax My  Right And कर्तव्य समझ Can Is । @Anjupra7743 @AmbedkarManorma @SheetalSuryav10 @KaranwalTanu isn't following anyone. Autodesk_new",NOT
1109,#TeamIndia Did These भगवा jersey See कर seem रहा है.. This Times #WorldCup2019 Did कमान #Amit Shah Yes Of Hand In Is #hindi_word #Long live India,NOT
1110,Lutyens Of bastards ＠Aroon Prie @sardesirajdeep @timesnow @ndtv अगर विजवर्गीय But रंडी Weeping End Are गया हो So here Too See Take.,HOF
1111,"(2/2) [South ( One), Ante (Before) and Post (After), But it is believed that the real origin of word is from sanskrit language .... South - Martandasya . Ante - ascension . Post - after or Patanam .",NOT
1112,शानदार batting Do हुए आकाश विजयवर्गीय.. Own batting From Indore City Corporation Of Officers Of Kill Kill Of छक्के छुड़ा Gave it their Father Yes Kailash Vijayvargiya आजकल Bengal Team From Play are Is.,NOT
1113,"LIVE: PM Shri @Narendra Modi addresses the Indian community in Kobe, Japan.",NOT
1114,"West Indies Of Against श्रीलंका To Put third Shock, mendis 39 रन by making आउट #ICCWorldCup2019",NOT
1115,¸.•''•.¸ Heart has Said Did Any #Memory Tax Stayed Is I #Think Heart #मजाक Tax Stayed Is फिर When आई #Hiccup So #Care आया Did Any My  only message का #Wait Tax रहा Is ।। #शुभ_रात्री,NOT
1116,"पिछले 24 hours Of during #Delhi And Its nearby Of localities noid, गुरुग्राम, Faridabad And Ghaziabad In Dry And extremely गर्म #Weather made Happened Is. Here #HeatWave जैसे circumstances Are. Delhi वालों To रविवार को huge गर्मी Of face Doing It was lying",NOT
1117,"#CWC19 Gautam severe Speak, 'Karthik और pant has Did was धोनी like batting So टीम From Outside was' @GautamGambhir @dineshkarthik @rishbbentah @msdhoni https://www.wahcricket.com/news/wc-2019-gautam-gambhir-says-if-pant-and-karthik-batted-like-ms-dhoni-he-can-not-play-next-match-138810 …",HOF
1118,"UP To अपराधमुक्त एवं भ्रष्टाचारमुक्त make For effortful @UPGovt Of efforts To defied showed @Extramarks By Noida residents Of Together हो रही This heist thinkable, condemnable व Government Of छवि To bleak to do Wali Is Therefore मामले To Cognizance In taking justified Proceeding to do Did Courtesy करें @uppolice",HOF
1119,Banaras में Dear From You fucker speaking Is You बोला,HOF
1120,College girl की Fuck कमरे In 4,HOF
1121,Who Won come on Defeated These Time बताएगा ;But History Always Memory will keep That 543 the seats But 1 Person Lonely whole विपक्ष From लड़ा था।।,NOT
1122,"शाह जी,कश्मीर From 370 section Of Decision Soon लीजिये .Stone eaves But One Times Army To Self Decision to do की Discount Didi go.one Two stone thrower If Death Of wharf उतार given go to So हमेशा For Stone बंद हो Will go",HOF
1123,"crossroads Of in the middle Middle बैठ के We #Hanuman Chalisa Of chant Did, Our Accept Is That Prayer अपन Our घर And अपने Religious venue In only करना Needed, whether They Any  Religion Of People Are. लेकिन One समुदाय way Pay sit down Of Namaz study सकता So दूसरा समुदाय way Pay Why No पूजा Tax Can Are? @poonam_mahajan",HOF
1124,"Ahmedabad एअरपोर्ट पर हाथ by shaking समर्थको Of greetings Accept Did So Broker Media Of Abdomen In दर्द having Put. Say are हैं That bahubali To Garland wearing जा रही Is, oh 5 levels Legislator And Then Member of parliament are हैं, public Of Representation Did है So These All Common Talk Is. Day Night shouting रहो, Any फ़र्क़ No.",HOF
1125,Guruji Today तो flower cursing Give Cool Lyrics In खुल्लम open Machod- भेनचोद,HOF
1126,@ziddy_zoya 10k followers Mubarak Wish you many many many many............... Many more...,NOT
1127,"जेबा fatima andirshad Mine Both पाकिस्तानी एजेन्ट एवं Country Of traitor are. their Avkat Bus एक That Bazaroo women So Second swag Did Status keeps है।वो public Yes No That Moon, Sun पर to spit the ones Of मुँह But hinthuka Went Sputum Come falls है।।",HOF
