,text,task_1
1432,तबरेज की मौत But Parliament हिल रही है But हजारो Hindu मुस्लिम violence के शिकार हुए उससे City पालिका In भी हलचल No Hui Why...? #Tabrez #TabrezAnsari #Pehlukhan,NOT
1433,मायावती हो या Akhilesh यादव ! #tbrejansari Of For बोलने In डर Why लगता है ?,NOT
1434,"डिअर Anjana Om Modi, एक ट्वीट में टैग करके मोदी से Question पूछने की तुम्हारी Courage No Is And गुस्से से डाक्टर के mouth में माइक ऐसे घुसेड़ रही हो Of जैसे उसका Home तुम्हारी only earnings की बदौलत Ambulatory Stayed Is!",HOF
1435,भेनचोद Home No हो तो किसी arena पर Let's go जाओ लेकिन twitter But माँ - बहन Don't करो |,HOF
1436,BOX OFFICE: आयुष्मान Khurana Did 'आर्टिकल 15' has ओपेनिंग वीकेंड में की 20 Ten million की Fabulous कमाई https://abpnews.abplive.in/bollywood/article-15-box-office-collection-day-3-1157968 … @ayushmannk #Article15,NOT
1437,"Noida में Woman का शव found, पुलिस जांच में जुटी @arvindojha",NOT
1438,Honorable श्री @AmitShah जी To गृह मंत्री बनने Did हार्दिक शुभकामनाएं।,NOT
1439,"#बाॅर्डर पर क्या खूब कहा Our young has Clean young को, #ख़ुशनसीब हो तुम जो #शेरो का face Do Are हमें तो रोज #कुत्ते drive away पड़ते है! @iArmySupporter @angpi",NOT
1440,"तबरेज की मौत पुलिस हिरासत में हुई है पुलिस Of elder Officer escape No want सभी Did बर्खास्तगी तुरंत Are ,",NOT
1441,Police पर सचिवालय Employee Manoj कुमार प्रजापति के Together Beating का आरोप है,NOT
1442,"नींद Why नही will come भाई उनको मासूम बच्चे ही So Die रहे है, कोई उनके घर का थोड़े No कोई मर Stayed Is? जब आपने BJP विकास पे नही बल्कि हिन्दू-मुस्लिम And hindutva के Name पे vote Gave तो Now अस्पतालों In बदहाली Pay Government Responsible कैसे? Now ऐसे ही जनता रोती will remain हमारी Government sleeping Will remain",HOF
1443,मेरी Aunty की चुदाई 3 s,HOF
1444,मैं #giriraj_singh #कन्हैया_कुमार से पूछना चाहता हूं... independence में Any less तो No रही bosom के...,HOF
1445,"किसी से धक्का punch So Do, These सूखा Dry मैच मजा नहीं आ रहा है motherfucker!",HOF
1446,Delhi में माहौल बिगाड़ने Did Conspiracy? See चादंनी चौक से @MinakshiKandwalकी Report Live: http://bit.ly/at_liveTV #Dangal @sardanaRohit के साथ,NOT
1447,"industry संगठनों Did Demand- GST 2.0 लागू करे सरकार, टैक्स स्लैब minus 2-3 किए जाएं https://abpnews.abplive.in/business/industry-demands-for-implementation-for-gst-2-0-and-reducing-tax-slab-1157508 …",NOT
1448,जिस That Snake को इमरान Mine की गांड में घुसना Is They कल ही मेरी Bala से इस्लामाबाद चला जाए और For him और पुरे पाकिस्तान To tell Give अगली बार If Our विमान Mistake से Too sent Our देश तो This way only Say के लेंगे भेनचोद! हाँ और वीर अभिनन्दन अगली बार Sukhoi come on Rafale to take आएगा तुम्हारी माँ fuck!,HOF
1449,"वज़ीर बोले जो वादा Do उसे निभाओ , 'साहब' Speak मुझें politics No सिखाओ , गोदी चाटुकारों ने Ambience Make है 'Vasi', Correct News leave नफरत की धुन play it ।",HOF
1450,सूअर Did तरह बच्चे born कर लेते हैं उनके For खाने To Too arrangement Doing falls है सिंगार के For सामान कहां से taking आएंगे म****** खेती understand Are ना औरत को,HOF
1451,"World Cup 2019: रोहित के शतक पर England ने Fera पानी, India को 31 runs From हराया #CWC19 #INDvENG https://abpnews.abplive.in/sports/india-vs-england-icc-cwc-2019-england-end-in-indias-winning-streak-1157638 …",NOT
1452,"आसिफ़ हो come on twinkle the murderer हिन्दू हो या मुसलमान Innocent बच्ची के साथ brutality Any  भी हाल में Allowance No हैं,फाँसी दो।",HOF
1453,"interim Budget Of वादा, पूर्ण Budget में होगा पूरा! अन्य वीडियो के For Click करें http://bit.ly/at_videos #ATVideo",NOT
1454,ये बचपन नहीं जवानी Is सड़े loot,HOF
1455,चल brother-in-law Out मदरसा छाप motherfucker You fucker खुद तुम Own .... साले भाग,HOF
1456,"torrential #बारिश From बेहाल हुई Mumbai, विपक्ष has #शिवसेना-#बीजेपी Government पर साधा निशाना",NOT
1457,"साले मदार caste, तू Sometimes मिल तुझसे रंडी का Dance Necessary करवाऊंगा।",HOF
1458,अपने अद्भुत Shaurya और पराक्रम From Indian वसुंधरा को गौरवान्वित to do वाली Great वीरांगना Queen Laxmi Bai जी Did Death Anniversary पर their वीरता To कोटि-कोटि प्रणाम। #लक्ष्मीबाई #रानी_लक्ष्मीबाई #भारत,NOT
1459,बार बार जम्मू-कश्मीर In 370 की cried out देने वाले ये भूल जाते Are That 370 के Ahead अस्थायी शब्द भी Put है। 370 हमारे Constitution Of अस्थायी Issue Is.,NOT
1460,बेऔलाद Bhadwe तेरी क्यों जल doing Is 2 tucke Of troll संघी भड़वा @KapilMishra_IND तू Who सी bushes में Entered रहता है to all पता है Bay bush पंटर https://twitter.com/KapilMishra_IND/status/1145176595742650371 …,HOF
1461,लगत है याचे Chukka है अपना अपना Now Too Heart Give रहा है भेनचोद,HOF
1462,"बहिन जी को “EVM” पे Finger lifting From पहले, Our सभी 10 सांसदों का “इस्तीफ़ा” करा देना should, क्यूँ कि BSP Of सफ़र Too ""Zero"" से “10” तक इसी EVM के support ही पूरा हुआ Is.",NOT
1463,अफसोस आज Truth Garland गई Lie के सामने सुना था मेहनत Of Fruit मिलता Is लेकिन नही found भैया We आपके Together थे Is And रहेंगे।युवा आज भी Your साथ है।,NOT
1464,American संसद In भारत को NATO देशों जैसा दर्जा देने To clearance Now India-US मिलकर लड़ेंगे आतंक के खिलाफ War? देशहित @ZeeNews 7.55 PM,NOT
1465,"रे रंडी के Seed ,Above Of bitches Of रिप्लाई देख ले पहले कि ऐसी सीरियस ट्वीट पे बकचोदी Who? Start की है ..And तेरे हजारों नीच सुअर के goo में पलने वाले Malech हर Moment Swear-word giving Are, Any Very Big तीर नहीं मार will take तू !",HOF
1466,Bastards One बात पता somewhere पर भी Any boar कट्टा को कोई Too मार Give तो in that बीजेपी And आरएसएस people का हाथ होता है Now boar cuts has Temple पर हमला Did है तो तेरी मां Chude This बता क्यों नहीं मैं यह believe me कि यह assault तुम लोगों ने got done है,HOF
1467,रमाकांत Yadav अगर आजमगढ़ From fighting So आपको पानी पिला give.give जाते आप...थोरा the ego कम करे And यादव नेतावो To तरजीह Give अपने परिवार Of मुकाबले,NOT
1468,Today का #हिन्दी_शब्द स्वतंत्र writing सभी रचनाकार हमारी e magazine शब्दनिधि Of for अपनी structure Us dispatched कर सकते है । You सभी #हिन्दी_शब्द व #WordTreasury टैग जरूर लगाये । https://officeofhtl.com/book/ शब्दनिधि,NOT
1469,"#आसिफा Of साथ cruelty to do the ones 6 beasts To कोर्ट has Guilty मान took Is, Insha अल्लाह फांसी की punishment होगी। asifa पक्ष की वक़ील दीपिका सिंह @DeepikaSRajawat जी के emotions को सलाम, उनकी मेहनत के बिना ये Possible नहीं Was.",NOT
1470,"Bangladesh your गाँड मरेगी, आज No अभी मरेगी",HOF
1471,"सुन Bay motherfucker, फैमिली To दोबारा बीच में लाया तो Alwar From Delhi तक कुत्ता बना कर kill हुए ले कर will come",HOF
1472,"#SmartInfrastructure intelligently connects energy systems, buildings and industries, enhancing the way we live and work to significantly improve efficiency and sustainability. Learn more: https://sie.ag/2J3K50j #TimeToCare",NOT
1473,"स्नेहा Mam, ये कहां Some जानती हैं-कन्हैया इनकी नजरों In कतई Gentry आदमी है, JNU Did टुकड़े-टुकड़े gang Too बहुत Gentry है, देशविरोधी slogans लगाने वालों Of समर्थन करना कोई अपराध नहीं Is, पत्थरबाज stray happened नोजवान Are, God हु Akbar बोल Of विस्फोट करने the ones वो islamic नहीं हैं।",HOF
1474,"अरे Bhenchod चुतीया तु केरेक्टर Did Talk कर रहा Is, आप लोगो ने vote के लिए एक औरत की इज्जत Dao But लगा Gave, और severe As Man पर उसका mud उछाला।",HOF
1475,2014 #Great का भाषण #नीच Says था 100 दिन दीजिये Dawood को घसीटते happened लाऊँगा पांच साल passed गये क्या Tax took?? #रहा_नीच्_का_नीच,HOF
1476,तेरी मां Of भोसडा whore कि औलाद pig के पिल्ले hungry,HOF
1477,"अरे They मादरचोद Kajri @Arvind Kejriwal कहां Die गया अब ,भोसड़े वाले Mouth को लकवा Kill गया What बे चूतिए",HOF
1478,Any गुनाह नहीं है भाई...इन हरामी pigs को pelte Stay और जो चूतिये इनके rescue में Speak Him भी रेल दोअब minutes आरजू करने Of Time End हुआ,HOF
1479,Happiness और दुख का Tune है #जिंदगी Sometimes Weeping कभी मुस्कुराना Is #Life Sometimes the joys की #rain Sometimes दुखों के पहाड़ Of #Market वक्त Did राह But बस चलना है #जिंदगी सुख And दुख का तराना है #जिंदगी कैसे भी live बस Carry on Is #जिंदगी #just like that #बांसुरी #हिंदी_शब्द #बज़्म,NOT
1480,"Any  has Yogi से पूछा, आप cm become Went Then भी दंगा करवाते हो योगी has खूबसूरत जवाब दिया भोसडीके PM बनना है Me",HOF
1481,"Learn बजट से पहले How? रहेगा शेयर बाजार Of हाल, क्या strategy made Can Are निवेशक https://abpnews.abplive.in/business/know-about-market-possibilities-before-budget-this-strategy-could-be-opt-by-investors-1158273 … #Budget2019",NOT
1482,"Yoga Of Area में योगदान के लिए Prime Minister’s Awards Did घोषणा, अपने You In मेरे For एक बड़े Satisfaction Did बात थी। यह पुरस्कार World भर के कई संगठनों को दिया गया है: पीएम @Narendra Modi #MannKiBaat",NOT
1483,"मेरी शर्त That आप दोनों Did One दर्जन seat will come Correct साबित having Wali है, Hard work जारी keep पांच की Place बारह 250% सफलता, keep going, best of luck",NOT
1484,Champ wishing another Champion. Expecting ‘captain’s knicks’ from both of you today. #BlueTigers,NOT
1485,प्रधानमंत्री श्री @narendramodi के again प्रधानमंत्री बनने Of Afterwards पहली Mind Did Talk सुनने Of लिए B J P ने आयोजित किए दिल्ली भर में the booth स्तर पर Program,NOT
1486,"भैनचोद आ गुजरात Then बोल कर देख, तारी बेन Cocks cheek , जीस जगह From You pulled out Is No, वही वापस घुसेड दुगा. Mother Fuck ़",HOF
1487,% true. Inko bhi saza to this chahiyea. @Gabbar0099 @Ravinderr783 @ambedkariteIND @VoiceofmyBharat @Rana11639322 @RpoSadakBejan1 @Anjupra7743 @BhimArmyChief @KaranwalTanu @RattenLeh @bahujanwarriors @Hansraj @BabyK34446271 @ModiLeDubega @BSP4Bharat @LambaAlka @ravita4ever,NOT
1488,अल्ला Huh Akbar कहकर Bomb फोड़ने वाले पर पोस्ट करने में तेरी ass फटती Is Bhosdike,HOF
1489,"Mumbai में 45 साल Afterwards To all अधिक बारिश, Malad accidents में 21 लोगों Did मौत, BMC पर get up सवाल #MumbaiRain https://abpnews.abplive.in/india-news/heavy-rains-in-mumbai-malad-wall-collapse-death-toll-rises-says-bmc-1158797 …",NOT
1490,cottage का बहुत Big मादर्चोद है।।। ये Money Of for अपनी Mother बहन को where पर बेठा सकता है।।।,HOF
1491,"#CWC19 #INDvBAN courtney वॉल्श Did Team To Advice, नई गेंद से Soon निकालें विकेट @BCBtigers https://www.wahcricket.com/news/coach-courtney-walsh-special-advice-to-bangladeshi-team-against-india-138793 …",NOT
1492,"Today, I was welcomed with some slogans when I stood up to take my oath on the Constitution of India",NOT
1493,पुंछ #JammuAndKashmir : #Visuals from the #iftar party organised by Indian Army yesterday. Via @YEARS,NOT
1494,ये चुतिया फालतू Did बकवास कर रहा This Bhadoria swag,HOF
1495,"#MannKiBaat देश And समाज के लिए आईने Did तरह है। These Us बताता हाँ कि countrymen के within inside मज़बूती, vigor और टैलेंट Did कोई less नहीं Is: PM @narendramodi जी ।",NOT
1496,"official साधारण बीमा कंपनियों के integration को 13,000 करोड़ Rupees के Finance Investment की will be जरूरत https://abpnews.abplive.in/business/13000-crore-rupees-needed-for-integration-of-government-insurance-companies-1157578 …",NOT
1497,भाईया Your नेतृत्व में State एक Times फिर से नई Development और खुशहाली Did Side जाने को तैयार Is 2022 In आपका इंतजार है,NOT
1498,अक्लेस्ह की Hard work काफी काम आयी BSP Of,NOT
1499,#Friends.... #Victory हाशिल करनी है So #काबिलियत बढ़ाओ.. #Destiny की रोटी तो #कुत्ते को भी #fate was है..।।। #Good morning,NOT
1500,relations In So We तुम्हारे “बाप” होते हैं.....टीम India ज़िंदाबाद.#WorldCup,NOT
1501,"Zaira : I left films as they're against my reIigion 'Ok mam, so..' Zaira : Wait, my manager is calling. *Hello? Mili? Kitni? 3! Wow! Ok bye.* Suno, I'll give interview later. I've to leave. Got new films. 'But u left films..' Zaira : Wo to mera account hack to gaya tha. Hehe.",NOT
1502,"कांग्रेस In resignations की होड़: Member of parliament बाजवा has सभी मुख्यमंत्री, State अध्यक्षों, सीडब्ल्यूसी सदस्यों Of इस्तीफा sought https://abpnews.abplive.in/india-news/mp-bajwa-asked-for-resignation-of-all-cm-state-presidents-and-cwc-members-of-congress-1157061 … (रिपोर्ट @jainendrakumar )",NOT
1503,यूपी में 17 OBC Castes को SC में Involved to do का Decision असंवैधानिकः केंद्र,NOT
1504,अंग्रेज़ों Did Power का सामना करने Of लिए उन्होंने नये सिरे From Army #लक्ष्मीबाई,NOT
1505,"#History फिर से #dvrayenge Maulana शौकत अली , और डॉ . बाबासाहेब आंबेडकर #roundtable_ 1932 . असुदुद्दीन ओवैसी और Adv Balasaheb Ambedkar 2019. @asadowaisi @bhimrmichief @NasimSiddiqui0 @shaukat_aimim",NOT
1506,"cashmere पंडितो का नरसंहार, आतंकवाद,उग्रवाद,पत्थरबाज @rubikaliyakat #Kashmir #Kashmiri #KashmiriPandits",NOT
1507,ये ISIS की rectangles Kashmir के अंदर Who From भगवे पर wrote हैं motherfucker जरा बताना So https://twitter.com/Drmkpathan1/status/1145527504813223938 …,HOF
1508,घी From चुपड़ी रोटी तो to eat Of मन करता होगा ? But Then ठिठक goes Are ..खाये या नहीं ? खाएं तो How much ? Your इन सारे सवालों का answer will get यहाँ .. #FitTaks अन्य Video: http://bit.ly/at_videos,NOT
1509,इस टूर्नामेंट में सबसे ज्यादा रन बना Tax #RohitSharma पहले Location But पहुंच Went हैं। Its apart from रोहित ODI में To all ज्यादा छक्के लगाने the ones भारतीय batsman become गए। #CWC2019 #ICCWorldCup #INDvsBAN #IndiavsBangladesh,NOT
1510,You सभी को गंगा दशहरा Did Heartfelt शुभकामनाएँ।,NOT
1511,Muslims के नाम पर Day Night आँसू बहाने Wali कांग्रेस की हक़ीक़त...,NOT
1512,me एक बात समजाओ मुसलमानों की You People इतने motherfucker क्यों हो,HOF
1513,They are BBC बहुत बडे भेनचोद ...,HOF
1514,This haraam की कोख मे peda having बाले सुवर। तेरा हर Tweet These साबित Tax देता Is की तू जन्म जात मादर्चोद Is...,HOF
1515,Let us go coating it is to who dila diya pradesh me rajyapal bhi hai..Thanks sir,NOT
1516,Best of Luck but EVM pe rona Mat aur 23 May the bad aapas Mai Wapis with guest house nothing kand with bache,NOT
1517,"Are सकता Is धोखा to give gonna गलत नहीं हो,यदि उसको मौका giving है तो हम ही Wrong है। @RanBhartiya",NOT
1518,prophet तो बहुत थे... लेकिन हम तो उस prophet Did ummati है to whom देखकर पत्थर Too कलमा पढ़ते थे..! @aimim_fans @AshrafFem @haidriqbals,NOT
1519,कुछ good भी होते है..... As मैं,NOT
1520,no no no how can u do this pls think about our sweet dimple bhabhi ji pls not do ok,NOT
1521,"देश के Many हिस्सों में Hui Rain, उत्तरी मैदानी Area Now भी भीषण गर्मी Did चपेट में",NOT
1522,पैले of Nepal कम्निस्ट राजाको पाउमा दाम चडाएर दण्डवत used to now Delhiwala साहेपलाई climbs ।।। यो होन्त असली Kamjijam ! bhosdike !,HOF
1523,"बदला इतिहास: Our 'Enemy देश' उत्तर Korea की सीमा में Trump ने रखा step, किम Jong Wool से मिलाए हाथ #DonaldTrump https://abpnews.abplive.in/world-news/us-president-donald-trump-steps-into-north-korea-trump-meets-kim-jong-un-in-dmz-1157330 …",NOT
1524,"From the day acting became my destiny, action has been my lifeline. Pure, unadulterated action in #suryavanshi will tell you’ll why it still fires up my core #RohitShetty @karanjohar #KatrinaKaif @RSPicturez @RelianceEnt @dharmamovies #CapeofGoodFilms",NOT
1525,मेरे सबसे पंसदीदा और लाखों hearts पे अपनी भाषण From दिल to win the ones नेता @yadavakhilesh To birthday Did ढेर all शुभकामनाएं #HappyBirthdayAkhileshyadav,NOT
1526,रानी Laxmi Bai जी Did पुण्यतिथि पर उन्हें again and again नमन। @rssurjewala @RahulGandhi @priyankagandhi @MPArunYadav @syadavmala @OfficeOfKNath @jitupatwari @JVSinghINC #LakshmiBai #RaniLakshmiBai ranilamibai #लक्ष्मीबाई #Rani Lakshmi Bai,NOT
1527,ये सुजलिवाल To all Big आतंकवादी Is हमारे Country का इसकी ठुकाई करवावे motherfucker,HOF
1528,बैट्समैन' विधायक पर PM Of 'Bouncer' @Mimansa_Zee And @SachinArorra के Together #देशहित 8:15 PM @ZeeNews पर,NOT
1529,जितने भाव From कार्यकर्ता बधाई देने आ रहे Are as many only Rate से मैं उनका Welcome करने की Effort Tax Stayed हुँ.. @BJP4Delhi,NOT
1530,"Hindustan को सोने की चिड़िया बनाने का Plan बनाया Is, Bird So बाद में बना देना पहले बच्चों को दवाई की pudding So deliver Two. @KaranwalTanu isn't following anyone. Autodesk_new",NOT
1531,I अक्सर Downhearted people To हँसाता lives हूँ क्योंकि Me मुझ से लोग देखे नही जाते.. #हिंदी_शब्द #WordTreasury,NOT
1532,"Welcome Bhai injustice के खिलाफ, Politics के bat से ऐसे only smoke base बैटिंग करते रहो ! @akashvanonline Satyamev जयते https://twitter.com/AkashVOnline/status/1144947258993119232 …",NOT
1533,"वेस्टइंडीज-श्रीलंका का मुकाबला जारी, karunaratne And कुसल परेरा crease But #SLvWI #ICCWorldCup2019",NOT
1534,8 thousands comments h Or Jada Tar Aapki New hua Dekh Rhe h Bhul Iss 5 saal or Aap,NOT
1535,मैच We Won मगर Heart #Afghanistan ने. #Shami To दिल से मुबारकबाद. जय हिंद indvafg #CWC19 #IndiavsAfghanistan,NOT
1536,"BREAKING: Jammu and Kashmir के किश्तवाड़ In Street हादसा, यात्रियों से filled बस Chasm In गिरी, अबतक 24 people की मौत, कई गंभीर रूप From घायल. https://abpnews.abplive.in/live-tv",NOT
1537,सबीहा खान लौड़ी मादरचोद Bhosdi Bitch हरामी behen की लौड़ी My लंड लेले भोसडी Of. आज के बाद Whosoever Hindu Muslim Brother Brother बोला उसकी मा की Pussy.,HOF
1538,#Parliament आपकी #सांसद Your #जनता आपकी #राज्य Your #पुलिस आपकी #राज आपका #मंदिर आपके #stone thrower Whose ? #anarchist कौन ?,NOT
1539,अल्लाह के guys motherfucker was हैं ना इसलिए!,HOF
1540,बजट In महिलाओं को 'शक्ति' बुजुर्गों To Respect! @Mimansa_Zee And @SachinArorra के Together #Country's favour 8:17 PM @ZeeNews पर,NOT
1541,AIMIM उत्तर प्रदेश President जनाब @shaukat_aimim साहब Did Beautiful तस्वीर,NOT
1542,Mumbai नहीं 'system' sink गया ! #MumbaiRains पर ट्वीट कीजिए देखिए ताल ठोक Of 4:55 PM बजे @zeenevus पर @SachinArorra Of साथ,NOT
1543,दिल्ली में riot to provoke की कोशिश? मामूली झगड़े has Take took मजहबी रंग! @meenakshikandwal Did रिपोर्ट अन्य Video http://bit.ly/at_videos #ATVideo,NOT
1544,इनको So अपने Home Of बाहर Liquor पीने से मना करने पर ये सीधा हमारे Temple only तोड़ देंगे और Hindu चूँ Too नहीं कर सकते। Whereas Islam में हराम Is Liquor drink. पर to them Islam से Any मतलब No. इनके केवल Self Did सुविधा के नियम Is खुद अल्लाह come on इनको समझाने तो Too No माने ये Opportunity परस्त हरामी,HOF
1545,bhainchod आत्महत्या की तैयारी Tax रहा Is ।,HOF
1546,"मान manaul, सिर फूट्टउल,आरोप imputation और इस्तीफ़ों Of “नाटक” बंद Tax के, Party को Now राष्ट्र हित में एक ""strong"" और “ज़िम्मेदार” Opposition की Role to fulfill चाहिये.",NOT
1547,इस crows को कोई नहीं पूछता an eagle ? swagger है Brother-in-law,HOF
1548,भारत की whore Media के कुछ whore और भड़वे एंकरों has भारत To बहुत ही Below स्तर But bringing Stand कर दिया है। Congratulations @AliSohrab007 @_aajtak @abpnewshindi @aimim_national @vinjhajharia @ShaukatAli_77 @saif53hasan @asadowaisi @PMOIndiaModi,HOF
1549,"This Bhadwe को पता नही है That Gujarat मे What हुवा Was, Tabrez की धुनाई Hui तो अच्छा ही हुवा,ओर These swag Any भी हो करके देख ले फिर Ochre the ones तेरा क्या करते Is.",HOF
1550,"Pakistaniyo TV Band Mat Karna, Dhoni Bhai When Fans Ko Abhi Be Ummid Two. #INVENG",NOT
1551,"Male है वो तो His celebrity Of इतना तो Rob Are.., बगल से निकले home कोई औरत तो fearless हो !! @Anjupra7743",NOT
1552,1 Million Subscribers के लिए MPTak की Complete Team का All दर्शकों To THANK YOU | flag @MPTakOfficial @YouTube #TeamMPTak @aajtak #SayeedAnsari,NOT
1553,@Arvind Kejriwal के Mouth में Curd जम जायेगा। भडवा बोलेगा तक No,HOF
1554,"Lol, answer with 'Lyrics Bhosdike' and you would immediately know",HOF
1555,भेनचोद English फैन्स Only ताली kill को sitting रहते हैं।,HOF
1556,भारत Mother की जय भी Lyrics दो कोहली जी Here Devotees की ass जल रही Is.,HOF
1557,"Afridi ने aftershocks दो विकेट, दबाव In Afghanistan #AFGvPAK #ICCCricketWorldCup2019",NOT
1558,"PHOTOS: युवराज सिंह की retirement पार्टी में पहुंचीं their ex-girlfriends किम शर्मा, देखें photos https://abpnews.abplive.in/bollywood/kim-sharma-at-yuvraj-singh-retirement-party-check-out-pictures-1157041 … #YuvrajSingh",NOT
1559,माँ चोद दिया motherfucker के पिल्ले Of,HOF
1560,You agle pardhan mantras banoge. Akhilesh. Bhai. Akhilesh zindaabad,NOT
1561,"Rain से मुंबई miserable, मरने people की Number reached 27, कई ट्रेनें और फ्लाइट्स canceled #MumbaiRains",NOT
1562,Reshma की मेरे साथ तीसरी Fuck,HOF
1563,"Memory कीजिए कि एक Lie फैलाया Went Was कि अलीगढ़ विश्वविद्यालय में Ramadan के during non Muslim students को भोजन नहीं get जो कि बेबुनियाद Blame था जिसके Afterwards वहाँ Of गैर मुस्लिम छात्रों ने खुद Front आकर हकीकत told थी। Then भी मीडिया ने This फेक खबर To Tul Gave थी, रिपब्लिक वाले अकेले a little Are",HOF
1564,उ.प्र.के पूर्व Chief Minister मा0 श्री अखिलेश यादव Yes को birthday की हार्दिक best wishes..tathagata Did compassion उन But हमेशा Made रहे.. @yadavakhilesh,NOT
1565,What ये लिंचिंग No Is??? to die वाला Hindu और मारने वाला Muslim है... शायद इसलिए बुद्धिजीवियों Did vision In ये लिंचिंग No है... इस पर भी जरा Our दोगले thought Presented करो https://twitter.com/Nationalist_Om/status/1143479286071848960/video/1 …,HOF
1566,सरमा Went रात वाला Work याद करके,NOT
1567,"Thank you तो सभी का,लेकिन One Thank you Wool यादव और दलित भाईयों To भी,जिन्होने जातिवाद को लात मारकर nationalism To मजबूत Did...",NOT
1568,मैं Own Jhansi नहीं Will give'- #Rani Lakshmi Bai These एक पंक्ति ही काफी है #Laxmi Bai की वीरता To बताने I आज ही के दिन 1858 में रानी लक्ष्मीबाई has British से fighting हुये Our प्राणों Did sacrifice दी थी #jhansikirni,NOT
1569,क्या Any हरामी पत्रकार बता सकता है That #xerosum Of Bollywood छोड़ने From आपका या किसी Side Of क्या नुकसान Is ? अगर damage नही Is तो फिर तुम भड़वों Did Kind whore रोना Why रो रहे हो ? @manakgupta @sardanarohit @AMISHDEVGAN,HOF
1570,This दूसरों को कट्टर मुस्लिम कहती है तो यह Too तो कट्टर Hindu Is whore अपने बारे In Narrate भूल Went,HOF
1571,You भी पप्पू मुत्र drank है भोसडीके,HOF
1572,@sherryontopp : now Ex सतकली भेनचोद-भोस्डिके-मादरचोद- transgender सुन अगर to you इमरान Mine और उसका Pakistan This much अच्चल लगता है तो तू अपनी माँ to redeem को वहा Why नहीं चला जाता.यहाँ Our Mother Why fuck है.,HOF
1573,"सदन मे swagger मनमोहन To रैनकोट wear a bather आटिँस्‍ट बोल रहा था!! Today हम कहेगें की हरामखोर public को chose Put रहता है butter बताकर१५० करोड Did urine ३००० करोड engaged, Now दुनीया का सबसे बडा रैनकोट भी पहनायेगा",HOF
1574,#CWC19 #INDvENG आज टीम India की जीत की दुआएं Tax are Are पाकिस्तान और Bangladesh! @BCCI @ECB_cricket @TheRealPCB @BCBtigers https://www.wahcricket.com/news/world-cup-2019-pakistan-and-bangladeshi-fans-to-support-team-india-in-edgbaston-138650 …,NOT
1575,"हो गया न्याय? This only Would है जब एक एक्टर नेता be made people का चुतिया काटता Is, And भांड BJP Government ऐसे लोगों को टिकट gives है whom people From Any Meaning नही बस Victory से मतलब है, their सेलेरी Reach will go घर पर And गरीब जनता Then से Same रंडी रोना शुरू कर देगी That Development नही हुआ",HOF
1576,"Bapu के भी ताऊ came out तीनों monkey बापू Of! सरल सूत्र confuse निकले तीनों बन्दर Bapu के! सचमुच life support निकले all three बन्दर Bapu के! Gyani निकले, ध्यानी निकले तीनों monkey बापू के! ~Vaidyanath मिश्र aka Nagarjuna बाबा #birthday #बज़्म #TMG #दिल #kavya #shair #hindi_word @kuchshabd",NOT
1577,तैयार हो Go... Yamuna challenge trophy is coming back.. याद Is No ! Pls rewind @BJP4Delhi @AmitShah @JPNadda,NOT
1578,माचिस तो here ही hum खाँ Infamous है कुछ People So you online देख कर ही Water जाते है,NOT
1579,मेरी Dear दोस्त राजस्थान की शेरनी Yogita Lion Of 20k followers पूरे happened Our तरफ से ढ़ेर all बहुत बहुत Congrats You को And आप के संघर्ष को सलाम.. You भी बधाई दे सकते Are और फॉलो भी Do.. रिश्ते बड़े नहीं was Are. relationships To fulfill वाले elder होते हैं @Yogita_Singh11,NOT
1580,मोदी चोर battlefield lund खड़ा नही Would अनूप जलोटा become देश घूम Tax चूत वेसे only you regulate लोढा देख,HOF
1581,जनता ने फैसला heard Gave है। हमे #nationalism चाहिए। ऐसे #कुत्ते नही Needed Who देश के टुकड़े करे And जिसके ऊपर #treason का Blame Are उनको To वोट देगा। @kanhaiyakumar @Parth57202481 @maniyamayank7 @ReallySwara @jaypetlah @HardikPatel_ @jigneshmevani80,NOT
1582,#ICCWorldCup2019 In आज बर्मिंघम के edgbaston मैदान पर India और इंग्लैंड के बीच थोड़ी देर में मुकाबला खेला Will go England has the toss जीतकर batting to do Of फैसला लिया है। Indian Team गेंदबाजी करेगी। #TeamIndia #CWC19,NOT
1583,#Maharashtra In भारी Rain Now लोगों के For आफत become गई Is. #Mumbai और #Pune में Three Different स्थानों पर दीवार गिरने From केवल एक Night में 22 लोगों Did Death Are Went. इस हादसे में कई People गंभीर रुप से Injured भी Is. #MumbaiRain #MumbaiRains,NOT
1584,"Koi bat want Mitra pass fail tho laga rahta two, aagey baro.....",NOT
1585,"जोया, incomparable And Affection कश्यप including These कलाकारों को मिला नई oscar academy के Member बनने का निमंत्रण https://abpnews.abplive.in/bollywood/anupam-kher-zoya-akhtar-and-anurag-kashyap-invited-to-be-members-of-oscars-academy-1158843 …",NOT
1586,साले बेहेन के लौड़े These your ही नाजायज़ औलाद Are. मुसलमानो को Infamous Don't कर रंडी Of Seed. दम है तो एक मर्द Did तरह मिल Then You तेरी Correct Status बताता am.,HOF
1587,"One #अजनबी #साया Too #हमसाया बन go है, जरूरत पर जो #अजनबी काम आए, Same Truthful friends Would Is..! #बस_यूँ_ही #हिंदी_शब्द #Flute #बज़्म",NOT
