,text,task_1
1253,".@ImRo45 का एक और रिकॉर्ड, One World Cup में 4 शतक लगाने the ones पहले भारतीय बने #CWC19",NOT
1254,इनके दो और साथियों को पुलिस पहले only जेल भेज finished है,NOT
1255,लुंड की प्यासी रंडी ने lund को चूस -suck कर पिया,HOF
1256,तू सुअर Own सोच डाल सकता है??,HOF
1257,National अध्यक्ष जी निवेदन है सपा पार्टी In हर समाज के लोगों But विशेष Attention दिया जाएतभी सफलता मिलेगीजय समाजवाद,NOT
1258,आज Mumbai आकर अपनी बेटी से मिला.. कुछ समय उसके साथ बिताया..जिया.. feeling proud क्यूँकि आपलोगों की दुआ से उसने ICSC board From 10+2 की Examination 95.2% अंक से पास किया है.. उसको Gift में एक watch दिया.. इतने से ही ख़ुश हो Went वो.. One बेटी To you कितना proud feel करा सकती Is..,NOT
1259,SARFARAZ: lock baaris aaagyii.. UMPIRE: line nhi two log thuk rhe hai tumpe bsdk @hardcorefeminst haii nA,HOF
1260,"पीएम मोदी और नवीन पटनायक की दोस्ती आगे Enhanced, BJD To मिल सकता है लोकसभा deputy स्पीकर का पद रिपोर्ट- @pankajjha_ https://abpnews.abplive.in/india-news/lok-sabha-deputy-speaker-likely-from-naveen-patnaik-bjd-1158875 …",NOT
1261,#ठाठ होते है उसी के निराले जिसके दिल In बसते है #भोलेनाथ डमरू the ones डंका बजता है #दुनिया मे उसी का जो भक्त Are #महाँकाल Of मतवाले। #हर_हर_महादेव #Good morning #बज़्म #शब्दशक्ति #शब्दनिधि #शायरी #सत_भक्ति_संदेश #swara #हिंदी_शब्द #काव्याक्षरा #जय_सिया_राम_जी #जय_श्री_महाकाल,NOT
1262,तू मुल्ला मादरचोद अपनी माँ और Sister का हलाला करता This वो ठीक हे।,HOF
1263,"मैं गोदी Media Of दलाल पत्रकार नहीं हूँ ~ मैं झूठ बोलने वालों की तारीफ़ नहीं कर Can ~ मुझे ज़ेड Security देकर नहीं bought जा सकता ~ क्योंकि मैं रवीश Youth हूँ, Very छोटा सा Journalist हूँ और My सच मेरी वो ताक़त है जिससे This देश का झूठा बादशाह भी डरता है ~",NOT
1264,इस melodious गीत के साथ #शुभ_रात्री,NOT
1265,"कर चुके हैं खत्म Now We बहरूपियों From मेल-जोल, जिसको मिलना है,,,,वो असली रूप मे आ कर मिले.... #शुभ_रात्री",NOT
1266,निजी रंजिश में मंदिर तोड़ने वाली 'विध्वंसकारी Thinking' का DNA टेस्ट #DNA Night 9 बजे @sudhirchaudhry के साथ,NOT
1267,"दिल्ली में @BJP4India संसदीय दल की meeting आज, 380 सांसदों के लिए Agenda तय करेंगे पीएम @narendramodi",NOT
1268,Clean साफ बोल ना motherfucker भगवा Colour From दिक्कत है कम से कम इंडिया टीम की तो इज्जत करता भोसडीके,HOF
1269,आमने सामने खड़े हैं हम मैं याचक तुम दाता . .... सुकून ढूंढने ही So भक्त court में आता... भक्ति में तुम्हारे क्या है ऐसा दुःख दूर हो जाता.... पल Filled In ही मेरे भोला My संसार change जाता..... Om Namah शिवायः #आपकी_काँची #हिंदी_शब्द #शब्दनिधि,NOT
1270,"भूल No पाओगे कभी, वो याद है हम....!! मुड़ कर देखोगे When Too, तब Each वक़्त तेरे साथ है हम..!!",NOT
1271,अब तक Center में कोई और Government रहती So बीजेपी वाले रन्डी रोना मचा दिए होते,HOF
1272,"हमारे समाज In घर परिवार के People भिखारियों की तरह gourmint जाॅब के पीछे पड़े रहते Are, जैसे गोरमिंट जाॅब के बिना सांस लेना भी महंगा पड़ जाएगा टैलेंट के पैमाना को परिक्षा In 99% अंक लाने से नापने वाली पीढ़ी को अपनी चूतियोटीक सोच बदलनी पड़ेगी, only then Country Of उद्धार Will happen समझे भोसड़ीके?",HOF
1273,मियां @ImranHussaain और मौलाना @ArvindKejriwal तुम दोनों का Welcome करने के लिए सुअर की skins का स्पेशल जूत्ता बनवा रहा am Because चुनाव नजदीक Are और निश्चित Form से तुम दोनों To वोट मांगने मेरे गली मोहल्ले में To come तो पड़ेगा ही।,HOF
1274,ले Bhosdike @RahulGandhi राफेल Of झूठ भर ले अपनी गांड में #ExitPoll2019,HOF
1275,"अपने हिन्दू के सेकुलरिज्म Leader जैसे अखिलेश यादव,#डॉग मायावती #डॉगी And Our आप को महापण्डित बताने वाला राहुल गांधी #pig किस के विल में Is. हां Now Now मालूम हुआ है। अखिलेश #डिम्पल के पल्लू में। मायावती #बबुआ Of बाप के along with बिता रही है। राहुल गांधी #अपनी Mother, बहन(#rd)के साथ पाए",HOF
1276,अबे रंडी तो फिर कसम Pakistan हरी Washroom ड्रेस पहन Tax वर्ल्ड कप क्यो नही जीत रहा hut बे भडवी,HOF
1277,क्या These Same सरकार है Who चुनाव से पहले “अंतरिक्ष” में भी Target ढूँढ लेती है.,NOT
1278,#Bihar में एक्यूट इंसेलाइटिस सिंड्रोम (एईएस) Of मुद्दा मनसून सत्र Of तीसरे दिन मंगलवार To भी विधानसभा में उठा। मंगलवार To house के बाहर और अंदर विपक्षी दलों ने Health मंत्री #MangalPandey के इस्तीफे की मांग को taking जमकर हंगामा Did.,NOT
1279,"जो काम आंखों From हुआ,, Lampblack  यूं ही बदनाम हुआ,, इश्क की राह में जानम, ऐसे ही Gulistan आम Happened.. #हिंदी_शब्द #शब्दनिधि",NOT
1280,"#Maharashtra के #Pune में भारी बारिश की वजह से एक बड़ा Incident हो गया। पुणे के कोंढवा में Wall गिरने से करीब 17 लोगों की मौत हो गई है, जबकि कई People घायल बताए Go रहे Are. #PuneRains",NOT
1281,वन्दे मातरम् के आगे इनको कुछ नहीं now सब अँगूठा छाप appeared देते हैं।,HOF
1282,क्या कोई ऑटो ड्राइवर 200 करोड़ रुपये Did टैक्स चोरी कर सकता है? जानने के For read ये खबर..,NOT
1283,@MishraSanheev आज श्री श्री महान Supreme knowledgeable मणिशंकर अय्यर Yes की बहुत याद आ रही है... आप मणी नहीं हो हीरा हो हीरा @narendramodi #नीच @AmitShah @sambitswaraj @rsprasad @Rajnath Singh @ManojTiwariMP @YogiAdityanath @smritiirani @arunjitleya @Gen_VKSingh @BJP4India @RSSorg,NOT
1284,गलती तुम्हारी Was या Our थी What फर्क पड़ता है ...? अलग होने के Afterwards तो .... दोनों ही रोये थे,NOT
1285,"आतंकी And पत्थरबाज, पर उससे Too पहले हमारे वीर सैनिक ...",NOT
1286,जिंदा लाशों की भीड़ है चारो तरफ... मौत से भी Big हादसा है Life...,NOT
1287,साधु तेरी Mother की योनि में लिंग Entry करता है उसका Semen तेरी माता की जीभ In puts है और उसे अंदर करने के For बोलता है उसके बाद तेरी Mother को साधु अपना gender जाता है और तेरी बहन की योनि में साधु उंगली करता है His बाद तेरी दीदी की स्तन को दबाता Is और तेरी दीदी की ass में Finger,HOF
1288,बिखेरते हैं जो सारे जहान In रोशनी किस्मत में their होती है तन्हाई,NOT
1289,गुडगांव में एक वैज्ञानिक डॉक्टर ने Our पूरे Family की हथौड़े From मारकर की हत्या और Birmingham में टीम इंडिया का मुकाबला आज बांग्लादेश से having जा रहा है। जानिए इस घंटे की 4 बड़ी खबरें। #INDvsBAN #new life bulletin #MumbaiRain,NOT
1290,"Congress In अभी भी जारी है 'resign का संकट', @RahulGandhi से मिले कांग्रेस के 5 सीएम पढ़ें खबर-",NOT
1291,तबरेज़ अंसारी के मौत But रंडी रोना करने वाले भडुओ से पूछना है अब दिल्ली में Temple पर assault to do वालो Of खिलाफ आवाज क्यो नही निकल रही,HOF
1292,O log bataye jo ye to say hAkhilesh yadav mulyam Singh yadav unke For kya kiye h aaj pata chl rha h na kya kiye the their hi den thi to aaj aap ki Identification h,NOT
1293,ये भेनचोद Two Word सही से नहीं write सकता और पत्रकार बना घूम रहा है.,HOF
1294,- सुंदरता सस्ती है.. चरित्र महंगा है.. Watch सस्ती Is.. समय Costly है.. शरीर सस्ता है.. जीवन महंगा है.. Relationship Cheap है.. लेकिन निभाना महंगा है.. #जय_श्री_राम #शुभ_रात्री,NOT
1295,"#CWC19 #INDvENG Live Score: England has टॉस जीतकर चुनी पहले बल्लेबाज़ी, रिषभ पंत का विश्वकप In डेब्यू. @BCCI @ECB_cricket https://www.wahcricket.com/news/ind-vs-eng-live-updates-and-icc-world-cup-2019-india-vs-england-latest-news-updates-138655 …",NOT
1296,हम केवल अपने ही बारे में सोचकर फैसला लेते है। कभी दूसरों पर His Effect के बारे In Too सोचना चाहिये।,NOT
1297,बधाई हो @BCCI भारतीय Cricket टीम को And Congrats Are भारत देश को। भारत ने वेस्टइंडीज To 125 रनो से Defeated. @imVkohli @ImRo45 @virendersehwag @harbhajan_singh @cricketworldcup @hardikpandya7 @SDhawan25 @aloksanjar @BJP4MP @narendramodi @AmitShah,NOT
1298,फिल्म #JabariyaJodi का trailer रिलीज हो चुका है। इससे Earlier सिद्धार्थ मल्होत्रा और परिणिति चोपड़ा फिल्म ‘हंसी तो फंसी’ में One साथ दिखाई दिए थे और #KarinaKapoor ने Film इंडस्ट्री In Our 19 Year पूरे कर लिए हैं। #Cinejivan,NOT
1299,"You सभी लोगों को #RamadanKareem की gave मुबारकबाद. ~ अतीक अहमद, पूर्व सांसद",NOT
1300,"See ज़रा कौन आया है..... जिनके Back फिरता था मैं फूल लेकर, हर बार flowers को पैरों Of Below दबाया है। आज उन्होंने only मेरी कब्र पर फूलों को चढ़ाया है। #बज़्म #हिंदी_शब्द #AlfazMere #jicklevs",NOT
1301,इस Verdict पर मुहर लगाने के लिए पार्टी का राष्ट्रीय अधिवेशन शीघ्र called जाएगा,NOT
1302,समाचार एजेंसी Xinhua ने एक प्रत्यक्षदर्शी के हवाले से बताया कि #Terrorist उच्च सुरक्षा वाले पुल-ए-महमूद खान इलाके में एक निर्माणाधीन building में घुस गए और स्थिति को नियंत्रित to do वहां arrived सुरक्षा बलों Of साथ firing शुरू Tax दी। #BombBlast,NOT
1303,दक्षिण अफ्रीका के खिलाफ श्रीलंका के captain dimuth करुणारत्ने शून्य पर आउट #ICCCricketWorldCup2019 #SLvSA,NOT
1304,मोदी को ट्रंप Of 'Return gift' @Mimansa_Zee और @SachinArorra के साथ #देशहित 8:05 PM @ZeeNews पर,NOT
1305,वाह भेनचोद वाह ...एक आदमी को नीचे to drop Of लिए कितने लोग लगे happened हैं ...दुनिया ही मादरचोद Is ...,HOF
1306,बहन तो after all बहन ही was है छोटी हो या बड़ी सब काम get out जानती है,NOT
1307,इस रंडी का DNA Did जा़च to be चाहिए।और यह जरूर किसी मुल्ले के लव जिहाद में फंसी होगी।,HOF
1308,#Neech #नीच #BJP_भगाओ_देश_बचाओ #BJPScaredOfKejriwal #You #LoksabhaElections2019 #एक_था_मोदी #चौकीदार_चोर_है #वोटकरो,NOT
1309,#AarPaar सब पर भारी मनोज तिवारी See Today शाम 6:57 बजे @AMISHDEVGAN Of साथ सिर्फ #News18India पर.,NOT
1310,Hare राम हरे राम Ram राम हरे हरे हरे कृष्ण हरे कृष्ण कृष्ण Krishna हरे हरे। १,NOT
1311,ना कांग्रेस के to come Did खुशी ना बीजेपी के जाने का गम Tomorrow भी #ओवैसी साहब के दीवाने थे और आज भी Is We #जी__हा @shaukat_aimim @asadowaisi @syedasimwaqar @warispathan,NOT
1312,Live sunne ke For Next post dekhen http://www.fb.com/Meraislam,NOT
1313,"कुछ माधरचोद रंडी के बच्चे बोल रहे है कि भगवा रंग की Reason From India मैच हारी, अबे माधरचोद Hare Colour the ones तो हर जगह पेले जा रहे है चाहे पाकिस्तान हो या बांग्लादेश,",HOF
1314,Thinking ही सबसे बड़ा प्रभावशाली हथियार है जिससे जीत व हार दोनों Settle होती Is.,NOT
1315,Are ye madharchod log k फितरत में हैं मार खाना Brother-in-law चूतिय सुक्र कर Did India In नहीं मैच Are रहा है वरना भोसडीके तुम तो मार खाते ही तुम्हारे अब्बू को Too मारता सब मिलके,HOF
1316,"दिल्ली: Temple In तोड़फोड़ का मामला सुलझा, अमन कमेटी की meeting In हुआ तय- मुस्लिम वर्ग बनाएगा मंदिर https://abpnews.abplive.in/india-news/hauz-qazi-temple-vandalised-aman-committee-says-we-will-help-in-rebuilding-the-temple-1159006 …",NOT
1317,अमरनाथ Travel के लिए कल off किया जाएगा श्रद्धालुओं का पहला जत्था #AmarnathYatra https://abpnews.abplive.in/india-news/amarnath-yatra-begins-from-sunday-multi-tier-security-arranged-1156978 …,NOT
1318,BMC के कंट्रोल रूम arrived सीएम @Dev_Fadnavis - #MumbaiRainsLiveUpdates #MumbaiRainlive #MumbaiRain https://zeenews.india.com/hindi/live-tv,NOT
1319,कल रात 12:00 बजे कुछ मादरचोद मुल्लों has चांदनी square के लालकुआं इलाके में One दुर्गा मंदिर में तोड़ फोड़ की और आग लगा दी अब Any No बोलेगा....क्यूँ ? और ये किसी मस्जिद में होता तो छाती banging वाले खड़े हो goes,HOF
1320,"Hope की ज्वाला जलती रहे ,समाजवाद की fire Yuhi प्रज्ज्वलित are, thorns Of पग पर बढ़ने Of हौसला taking युवा शक्ति का Decision, कर्म की गति मझधार में न अटके ,Akhilesh को शक्ति मा काली से मिलती रहे , आनेवाले युग का शीर्ष हो तुम, आखेट के रन का श्रीकृष्ण हो You, तउम्मीद की ज्वाला जलती रहे ,समाजवाद Did अग्नि युही प्रज्ज्वलित रहे, कांटो के पग पर बढ़ने का Courage taking युवा शक्ति का फैसला, कर्म की गति मझधार में न अटके ,अखिलेश To Power in काली से मिलती रहे , to come युग का शीर्ष Are तुम, आखेट Of रन का श्रीकृष्ण हो तुम, त…",NOT
1321,"Jharkhand ke #Tabrez_Ansari ko @aimim_national jharkhand ki team madad karegi, Qatilo ke wrong pura muqadma aimim president jb #Hubban_Malik sahab aur unki team will fight @asadowaisi",NOT
1322,कुछ भी बकवास pelte रहते हो भोसड़ीके,HOF
1323,हिम्मत नहीं हारेंगे We फिर From मेहनत करके वापस आयेंगे । जय समाजवाद जय अखिलेश socialist पार्टी ज़िन्दाबाद हिम्मत नहीं हारेंगे हम फिर से Hard work करके वापस आयेंगे ।जय Socialism Victory अखिलेशसमाजवादी पार्टी ज़िन्दाबाद …,NOT
1324,"INDvsENG: मैच Defeated भारत, लेकिन सोशल Media But उड़ा #Pakistan का मजाक, देखें मजेदार मीम्स #ENGvIND #INDvENG #WorldCup2019",NOT
1325,"#CWC19 महबूबा मुफ्ती बोलीं, 'ऑरेंज jersey Did वजह से हारा भारत' @BCCI @MehboobaMufti #INDvENG https://www.wahcricket.com/news/wc-2019-mehbooba-mufti-says-jersey-ends-indias-winning-streak-138733 …",NOT
1326,Swear-word बकना पाप है भैनचौद @shyam__lohiya,HOF
1327,21 मई को having वाली 22 प्रधानमंत्रियों की बैठक टली! अब 23 मई के result के बाद विचार करेंगे Did बैठक 24 को होगी या 2024 में...!21 मई To having वाली 22 प्रधानमंत्रियों की बैठक टली!अब 23 मई के परिणाम के बाद thought करेंगे Did meeting 24 को होगी या 2024 में...!…,NOT
1328,जिनकी दलाली के दुकानों पर अब ताला लगा Went है उन्हें वीलन भी hero लगले लगे हैं। Lutyens Aunty Lutyens Dalaal,NOT
1329,सफ़र थोड़ा लंबा Is.. परन्तु निश्चित Is !!! #समझे_क्या ??? #हिन्दी_शब्द #शुभ_रात्री #ज़मीदार,NOT
1330,#Bihar के उत्तरी हिस्से Of Muzaffarpur सहित कई जिलों में फैले एक्यूट इंसेफलाइटिस सिंड्रोम (एईएस) Of कारणों की जांच के लिए देश Of experts की टीम #Muzaffarpur पहुंचकर जांच कर doing है।,NOT
1331,क्यूँकि मैच से Earlier कुछ People भगवा जर्सी पर रंडी डांस कर रहे थे,HOF
1332,"नेकी कर दरिया में डाल ।। God Some कार्य हमसे This way ही लेता Is जिसे goodness कहते हैं. ऐसे कार्य हमें Inspiration देते हैं, इस कार्य के लिए आपको हृदय की गहराइयों से धन्यवाद @LambaAlka साहिबा",NOT
1333,रंडी तेरी औकात नही Is भारत के मामले But तू कुछ भौके,HOF
1334,दिल्ली Of गोविंदपुरी इलाके में एटीएम धोखाधड़ी Of मामला @TanseemHaider,NOT
1335,#NewProfilePic Hare Colour का Dream पाले Came अफजल माटी में। छत्रपति ने गाड दिया था भगवा उसकी छाती में।। #सुप्रभात,NOT
1336,ये भोसडीके अभी तक आश्रम चला रहे हैं This much होने के बाद Too,HOF
1337,".@BJP4India संसदीय दल की meeting में @narendramodi का जोरदार स्वागत, 380 parliamentarians के लिए एजेंडा Settle do पीएम https://abpnews.abplive.in/india-news/bjp-parliamentary-board-to-meet-in-delhi-today-1158379 …",NOT
1338,"RTGS और NEFT के through पैसे Send कल से होगा सस्ता, आरबीआई ने किया था एलान https://abpnews.abplive.in/business/money-transfer-will-be-dearer-from-ist-july-through-rtgs-and-neft-1157609 …",NOT
1339,चन्दा इकट्ठा by doing मंदिर बनाने के बजाय School बनाओ And मंदिर में Priest रखने के instead स्कूल में अध्यापक रखो ! देश विश्व गुरु बन जाएगा,NOT
1340,"चाचा शिवपाल,अमर “अंकल” And ""Aunt"" जी के साथ छोड़ने के बाद, आज “ताऊ” अजित Lion भी अलग हो गये.",NOT
1341,"MP: dilapidated मकान को ढहाने से रोक पर HC का denial, आकाश विजयवर्गीय ने इसी के लिए की थी बैटिंग #AkashVijayvargiya https://abpnews.abplive.in/mp-news/madhya-pradesh-hc-refuses-ban-on-demolition-of-shabby-house-in-indore-1158952 …",NOT
1342,your गांड में गूदा नहीं ह चूतिये गांडू,HOF
1343,तो Halala करा के whore की जिंदगी जी रही है,HOF
1344,इंदौर हाईकोर्ट has दी That जर्जर मकान को गिराने की इजाजत (रिपोर्ट-@ReporterRavish ),NOT
1345,"किश्तवाड़ बस Incident: अबतक 35 people की मौत, पीएम @narendramodi और गृहमंत्री @AmitShah ने जताया Sadness #Kishtwar",NOT
1346,भोसडीके हमारे जवान सिमा पे खड़े है And to you पानी चाहिए दिल्ली का यमुना नदी दिखता No है तुजे,HOF
1347,"दिल्ली के हौज़ क़ाज़ी मामले में मुख्य आरोपी Arrested, Hope मोहम्मद को Temple तोड़ने And दंगा भड़काने के आरोप में गिरफ्तार किया गया - https://zeenews.india.com/hindi/live-tv",NOT
1348,#INDvsBAN - टीम India ने टॉस जीतकर पहले batting करने का फैसला took #WorldCup2019 - http://zeenews.india.com/hindi/live-tv,NOT
1349,तेरा Launda बहुत बैट लेकर घूमता और official अफसर को पीटता है । साले भडवे के घर हरामी ही born होगा .As तू वैसा तेरी औलाद ।।,HOF
1350,You better go to class and improve your English first! भोसडीके!,HOF
1351,#CWC2019 के रोमांचक #BANvIND मैच In #TeamIndia ने बांग्लादेश को 28 रनों से मात देकर सेमीफाइनल में जगह confirmed कर ली Is.,NOT
1352,"#Gujarat Of रहने वाले गांधीवादी कार्यकर्ता संजय #JammuKashmir में लोगों Of स्तर पर #Peace And दोस्ती की पहल कर रहे हैं जो हो सकता है, बड़े level पर चीजों को बदलने में कामयाब न are, लेकिन #Kashmir In rising अलगाव की भावना पर कुछ मरहम लगाने का Work जरूर Will do",NOT
1353,Agla kadam bad maiPahle Smagod is e v m safety k liye rat din ki duty lagaye,NOT
1354,Times Prime - Now shop till you drop. Me - भाक भोसडीके।,HOF
1355,ऊपर विडीओ देखा तुमने भोसडीके यहां अंधभक्त वाली Who C बात आ गयी,HOF
1356,चुदाई के सात Day भाग 2,HOF
1357,चेस्टर ली स्ट्रीट के रिवरसाइड ग्राउंड पर आज #SriLanka और #WestIndies Of बीच मुकाबला played Will go थोड़ी देर में the toss होगा। #CWC19 #ICCWorldCup2019,NOT
1358,"जमशेदपुर में #AIMIM Jharkhand टीम का जोरदार स्वागत, मजलिस Very Soon पूरे झारखंड में अपना Parcham लहराएंगे इंशाल्लाह. जमशेदपुर के सभी लोगों के जज्बे के झारखंड Team बहुत-बहुत मुबारकबाद पेश करती है और Thanks अदा करती है. @Advice @syedasimwaqar",NOT
1359,"वर्तमान में भारत में thermal, हाइड्रो And परमाणु मिलाकर 462 पावर प्लांट्स 274,980 मेगावॉट Electricity सप्लाई कर रहे हैं",NOT
1360,Bengal में Ramakrishna monastery के संत को पेड़ में बांधकर इस्लामिक गुंडों ने hit. यह खबर बिकाऊ मीडिया ने नहीं दिखाई क्योंकि इससे हिन्दू जाग जायेगा ? Victory Mister Ram !!!आखिर ये रंडी क्या केरेअगी,HOF
1361,अंडर display सेल्फी कैमरा और ट्रिपल रियर कैमरा... (@iamhacker),NOT
1362,"cow हत्या का लाइव video बनाया जाता है Therefore नही की Muslim को गाय का मांस पसंद Is बल्कि इसलिए की हमतो ऐसे ही Cow will bite तुम क्या कर लोगे? तीन तलाक,धारा 370,समान नागरिक संहिता,राम मंदिर जैसे issues आज Therefore लटके है क्योंकी इन पर फैसला देने From Religion निरपेक्षता खतरे मे पड़ जाती है।",NOT
1363,"अबे नंगा बाबा Of लंड के Offering, गटर के तरह तेरी शकल are, seems कोई cannabis पिययकर साधु has your माँ का बलतकार किया था Who तुझ से सूअर पैदा हुआ है,,,,पेपर में जो दिखा रहे हो ऐसा लिखने वाला Journalist गलत लिखा है तो, यदि लिखा Happened सही है So ऐसा करने वाला मुसलमान भी सुअर से born Happened होगा",HOF
1364,blessings हर जगह Qubool होती है बशर्ते Human अल्लाह के हुक्मो को रोज़ पूरा करता रहे.. prayers अदा करता रहे।,NOT
1365,"पुणे In बीती रात कैसे गिरी दीवार और क्या है वहाँ का Condition, बता रहे हैं संवाददाता @PKhelkar। #ReporterDiary अन्य वीडियो: http://bit.ly/IndiaTodaySocial …",NOT
1366,तुम भोसडीके इधर हो मैंने कहा कहा No ढूंडा,HOF
1367,"मेरी Tenacity है,आंख में तेरी आँसू नआ पाये तेरी मुस्कान मेरी जिंदगी,तू here ही मुस्काये कसम उस लम्हे की ,देखा था When तुझको दुआ रब से,वो Moment जिंदगी में twelve आये बारहा-बार बार ~अशोक busy #बज़्म #TMG #हिंदी_शब्द #शब्दनिधी #Heart #अदब #शायरी #हिंदी @queen_hoon11 @kavita_kosh @kuchshabd",NOT
1368,@PUBGMOBILE पैसे कमाने के चक्कर In गेम की गान मार दी you guys ने भेनचोद,HOF
1369,"भगवा पहनते ही भारतीय क्रिकेट Team Did करारी हार, क्या भगवा भारत पर भारी पड़ गया...? कमेंट In अपने answer दिजिये...",NOT
1370,अगर मेरा सर सिर्फ इसलिए काटा जाए That मैं मुसलमान Am तो मैं 1000 बार मरने को तैयार Am मेरा मुल्क मेरी magnificence . मेरा Islam मेरी जान.,NOT
1371,अपने प्यारे दोस्तों के For दो लाईनें..!! मानो तो एक 'Spirit' का Relationship' Is हम सभी का....!! ना मानो तो ' कौन क्या लगता' Any  का,NOT
1372,"stoned हुआ, खामोश हुआ, गमगीन हुआ, रंगीन हुआ, चहक गया I, deluded गया मैं, ठंडी C पुरवाई But, जब #चूड़ियाँ बजी, Tender सी कलाई पर, नज़र बेकरार थी लेकिन, पलक समझदार थी, हंसी को होठों पर Punishment दिया, आंसुओं को पलकों में hidden Gave.. #शब्दनिधि #हिंदी_शब्द",NOT
1373,"हम ' Victory भीम ' का नारा लोगों को शिक्षित करने, Knowledge का प्रकाश जलाने एवं आपसी बंधुत्व जगाने के For करते Are ।",NOT
1374,"मायूस Like तो मैं तब से हूँ ,जब से तूने again Took निगाह प्यार All सोच कर करना,करता हूँ सबको मैं आगाह ~अशोक मसरूफ़ #बज़्म #TMG #Heart #अदब #शायरी #काव्य #हिंदी_शब्द #शब्दनिधि #Wordpower #शब्द #बज़्म_मासिक_प्रतियोगिता #बज़्म_ए_इख़लास @queen_hoon11 @Kavita_Kosh @kuchshabd",NOT
1375,@artic02 @Anjupra7743 @RiituS @AjitNandanSing2 @cmsiraj6 @Zubeena_ @moiraforbes,NOT
1376,"श्रीलंका को लगा the fourth झटका, एंजेलो मैथ्यूज 11 Run बनाकर आउट #SLvSA #ICCWorldCup2019",NOT
1377,संसद में asaduddin ओवैसी ने BJP को कई मुद्दों पर घेरा. @asadowaisi,NOT
1378,"जुलाई में आ सकते हैं भूकंप-सुनामी, दो ग्रहणों has बढ़ाई apprehension",NOT
1379,घर में ग़ुस्से चोरो has की चुदाई,HOF
1380,देवर और भाभी की Fuck 5 s,HOF
1381,आरफ़ा खानम Of आँखों पर climbed धर्मान्धता To उतारते आरिफ मोहम्मद (2/2) @khanumarfa #TripleTalaq #TeenTalaq @amitmalviya @SureshNakhua @nanditathhakur @iPuneetSharma @VijayGoelBJP @snikhil_social,NOT
1382,"आज का सबसे बेहतरीन savory चुटकूला आरएसएस One समाजिक संघठन है ये समाज की goodness के लिये काम does है,,",NOT
1383,"दिल्ली: Manoj Tiwari का सिसोदिया पर 2,000 करोड़ रुपये Of घोटाले का आरोप, केजरीवाल बोले- गिरफ्तार करके दिखाएं #Delhi https://abpnews.abplive.in/india-news/delhi-manoj-tiwari-accuses-arvind-kejriwal-manish-sisodia-of-rs-2000-crore-scam-1158252 …",NOT
1384,UTTAR PRADESH में TALAQ की कीमत इतनी है |CRIME TAK TO WATCH FULL VIDEO CLICK HERE https://bit.ly/2LxVgBg @mohdasim93,NOT
1385,दिल्ली में 7 साल की नेत्रहीन बच्ची को उठाया And बलात्कार कर Kill डाला । Mohamed Imran नाम के एक शांतिदूत has । अब कहा मर गए वो मोबलीचिंग पर whore रोना रोने वाले । This हैं लोकतंत्र का कानून थू @quembtown @Anshika_Pandit5 @Banna_Sa7773,HOF
1386,कभी Dear से पहनाई थी चुड़ियां अब वही शोर मचाती है bangles #शब्दनिधि #हिंदी_शब्द,NOT
1387,"Bangladesh को 28 runs से मात देकर सेमीफाइनल में भारत, जसप्रीत bumrah ने जीता दिल #INDvBAN https://abpnews.abplive.in/sports/icc-cricket-world-cup-2019-india-beat-bangladesh-by-28-runs-1159011 …",NOT
1388,दिल्ली In मंदिर पर हमला 'बुद्धिजीवी गैंग' मौन क्यों ? #DNA Night 9 बजे @sudhirchaudhry के साथ,NOT
1389,"#INDvENG दिग्गज #KapilDev And #VirenderSehwag से ask #TeamIndia की Today की बड़ी टक्कर से जुड़े अपने सवाल, जिन्हें 1 बजे से लगातार एबीपी न्यूज़ पर Your ट्विटर the handle के साथ दिखाया जाएगा. @BCCI @cricketworldcup @virendersehwag @therealkapildev",NOT
1390,"#THEDEBATE : मोदी, Seminary और मुसलमान @syedasimwaqar प्रवक्ता #AIMIM on Bharat samachar. @brajeshlive @Advice",NOT
1391,तुम As दलाल तो चिल्ला रहे है अब दुसरो To to speak की क्या जरुरत पड़ गयी वैसे न्यूजीलैंड में When हुवा you कहा गांजा पी कर लुंड पड़ा था,HOF
1392,तफसीले छोड़ो… बस इतना सुनो… तुम बिछड़ गए… We बिखर गए… #Shooting #GoodNightTwitterWorld,NOT
1393,"thousands ना-मुक़म्मल हसरतों के Burden के तले.., दिल जो धड़कता है कमाल करता है..",NOT
1394,Greetings! उस “मॉ” को जिसने “समीर अब्बास” जैसे “देशभक्त” सपूत को Birth दिया.,NOT
1395,कश्मीर भगवे का है तुझे हरे In दफ्न करेंगे साली रंडी Basya,HOF
1396,British के Opposite पहला संगठित संग्राम 1857 में English सेनानायकों के दांत खट्टे करने वाली ऐसी वीरांगना रानी लक्ष्मी बाई थी #लक्ष्मीबाई,NOT
1397,ऑटो से लेकर Mobile तक यहां learn टेक की 5 बड़ी खबरें...,NOT
1398,90% people को पहले From पता था Did India मैच हारेगी बाकी 10 % लोग Who भगवा jersey का रंडी रोना रो रहे हैं वो लोग तख्ती गैंग के सदस्य थे,HOF
1399,करतारपुर कॉरिडोर: भारत-पाक के बीच 11 से 14 जुलाई के बीच Are सकती है Conversation,NOT
1400,मुझे One बेरोजगार बॉयफ्रेंड चाहिए . . . . . For him रोजगार मैं दे दूंगी,NOT
